SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC32473,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,13,3,3,0,0,5,0,0,7,0,14,4,0,0,0,3,0,0,6,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,9,4,3,16,0,63
SSC32474,0,0,4,3,3,7,0,11,3,37,11,12,11,21,11,15,4,17,6,102,24,55,29,32,28,16,20,25,4,224,23,31,28,14,20,13,14,16,3,154,15,32,22,6,16,3,22,14,3,146,3,10,20,6,10,6,12,10,0,77,0,0,0,0,3,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,136,114,85,89,57,74,100,16,752
SSC32475,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,4,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,11,3,0,0,3,0,38
SSC32476,0,0,3,0,0,0,0,0,3,11,0,0,3,0,3,0,0,0,0,9,0,0,3,0,4,0,0,0,0,20,3,3,4,0,4,0,0,4,3,25,7,3,10,5,11,3,9,5,0,50,5,3,3,0,4,3,0,3,0,21,10,0,3,0,4,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,29,10,32,12,10,14,11,154
SSC32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,16
SSC32478,0,0,5,11,3,33,0,20,0,73,9,13,39,25,20,22,12,18,3,150,16,46,68,41,36,28,22,38,8,296,9,42,32,28,31,21,23,39,6,231,18,33,47,27,35,11,28,31,0,236,18,25,25,30,31,19,30,42,3,220,3,3,4,5,6,6,0,4,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,77,160,212,170,161,139,112,197,22,1250
SSC32479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,7,0,0,20
SSC32480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,14,3,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,9,3,11,8,3,0,3,56
SSC32481,0,0,16,3,3,19,0,9,0,55,0,9,23,10,3,0,9,5,0,58,13,51,68,24,27,3,60,16,0,264,25,51,67,16,32,9,79,9,3,298,26,40,50,22,27,3,67,13,0,258,11,5,21,4,12,3,34,10,0,97,0,0,4,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,161,255,86,100,42,255,65,4,1050
SSC32482,0,0,15,11,0,35,3,15,0,77,0,6,17,7,10,8,3,0,0,53,12,35,37,10,21,8,5,6,0,143,20,55,55,15,40,6,14,11,3,220,37,38,32,22,42,13,23,8,0,230,24,31,24,9,12,15,16,3,0,130,3,5,0,0,6,3,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,103,167,177,79,132,84,77,46,6,872
SSC32483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5,0,3,3,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,5,9,0,38
SSC32484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32485,3,0,0,0,0,0,0,3,0,5,0,5,3,0,0,3,0,4,0,18,6,0,3,3,0,0,3,11,0,35,11,8,0,0,4,0,4,7,4,42,18,7,0,0,4,0,10,3,0,43,10,0,0,0,3,0,7,8,0,21,11,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,14,8,4,11,3,18,37,5,178
SSC32486,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,8,3,5,3,4,0,0,3,4,0,22,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,8,0,3,4,8,0,43
SSC32487,3,3,49,35,20,62,5,42,3,227,11,45,84,37,53,41,22,45,7,351,90,220,206,88,124,62,76,71,5,951,68,125,98,70,114,45,58,56,5,642,105,93,88,69,93,48,77,69,8,649,69,69,43,45,64,16,51,62,9,442,20,10,12,8,10,10,10,19,0,95,8,0,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,0,4,381,560,580,349,482,287,308,371,42,3373
SSC32488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32489,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,11,5,8,0,0,0,0,0,0,0,15,0,4,0,3,0,0,3,3,0,18,6,3,0,0,0,0,0,7,0,19,7,0,3,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,8,9,10,5,7,12,0,75
SSC32490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,4,0,0,0,22
SSC32491,0,0,0,3,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,10,3,3,4,0,0,3,4,0,26,15,0,4,0,3,0,3,9,4,31,3,3,6,3,3,0,8,13,0,48,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,18,17,4,3,18,35,9,142
SSC32492,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,3,4,0,16,0,3,3,4,5,0,3,0,0,19,0,0,3,0,3,7,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,10,11,13,9,6,0,69
SSC32493,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,6,5,8,0,0,41
SSC32494,0,0,6,13,3,15,0,6,3,46,3,4,15,7,3,4,4,0,0,39,8,18,18,12,10,9,3,14,0,86,24,36,20,10,16,11,6,8,4,146,23,34,35,17,34,12,16,24,4,189,27,20,20,16,26,10,9,10,0,140,6,8,4,0,9,9,0,4,0,47,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,97,116,120,73,105,65,37,70,15,694
SSC32495,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,3,3,0,0,0,3,0,0,11,3,0,3,4,3,0,5,3,0,18,0,0,0,0,0,0,4,3,0,17,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,10,6,4,18,14,0,70
SSC32496,3,5,8,10,6,25,5,27,0,83,9,7,26,14,6,19,5,12,0,97,13,18,30,22,21,21,17,23,0,167,23,42,28,24,29,22,17,24,5,213,35,52,23,34,38,17,34,31,3,271,17,22,22,34,21,18,14,19,7,183,3,7,5,5,3,3,0,9,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,111,149,145,148,120,117,102,139,23,1051
SSC32497,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,12,4,0,7,0,0,0,0,3,0,20,5,0,3,3,7,0,5,0,0,17,14,0,3,3,3,0,3,3,0,30,10,0,3,4,0,0,3,5,0,25,10,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,10,16,7,11,4,13,14,0,113
SSC32498,0,0,14,9,3,29,0,18,7,82,0,0,17,12,6,15,10,11,0,76,15,23,44,23,25,18,25,23,0,198,14,29,34,30,20,14,31,42,0,201,22,19,38,39,29,22,24,35,0,229,20,29,31,21,19,9,26,29,4,183,7,11,9,9,3,5,3,0,0,46,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,84,109,179,133,110,113,113,167,12,1027
SSC32499,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,4,0,3,0,0,21
SSC32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32501,0,0,12,7,0,17,4,17,0,62,3,29,12,31,18,20,3,9,0,124,12,61,38,36,21,12,19,24,0,223,16,33,19,14,31,10,11,25,0,161,16,36,22,19,27,3,11,27,0,162,17,22,5,18,28,7,4,14,0,115,6,8,0,0,0,3,3,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,200,104,124,128,72,55,115,7,874
SSC32502,0,0,0,0,0,6,0,3,0,13,0,3,8,3,4,3,3,0,0,23,6,9,13,7,7,0,7,3,0,45,3,10,8,10,7,4,7,4,0,62,10,9,6,11,5,3,10,3,0,60,9,8,11,4,8,9,3,5,0,57,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,40,44,30,39,31,31,24,3,274
SSC32503,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,4,0,4,0,3,5,10,0,41
SSC32504,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,11,0,0,0,3,0,0,3,0,0,7,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,3,11,3,0,32
SSC32505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,12,3,0,0,0,0,0,0,3,0,15,0,3,3,3,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,5,9,0,5,14,0,59
SSC32506,3,3,25,43,16,91,9,61,0,249,12,25,64,60,30,46,19,41,3,295,55,90,95,70,70,43,30,62,8,517,57,93,89,73,83,43,47,50,14,556,72,97,85,89,104,52,63,59,11,631,36,57,48,47,60,40,45,38,6,377,11,12,3,8,12,6,15,12,0,78,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,246,378,418,385,386,322,224,321,45,2721
SSC32507,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,13,0,0,5,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,3,8,3,8,3,0,40
SSC32508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,4,0,23
SSC32509,0,0,0,3,3,3,0,0,0,17,0,0,0,0,0,3,0,3,0,7,0,4,0,3,0,3,0,0,0,21,8,6,4,0,5,0,0,0,0,21,11,6,5,0,4,0,3,0,0,34,5,6,0,0,7,4,0,3,0,19,0,0,0,3,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,33,11,11,23,12,6,8,0,141
SSC32510,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,4,0,10,0,4,6,0,0,0,3,9,0,25,3,0,4,3,6,0,0,0,0,25,3,10,3,10,7,0,3,4,0,40,4,3,0,6,6,3,4,5,0,32,0,5,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,13,20,25,12,7,28,0,141
SSC32511,0,0,3,0,0,3,0,0,0,13,0,4,3,3,0,3,0,0,0,14,0,0,0,0,0,3,0,3,0,15,3,0,0,0,3,4,8,0,0,18,10,0,3,0,4,0,5,5,0,33,7,4,3,3,0,3,3,3,0,24,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,8,16,10,13,13,15,7,3,119
SSC32512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,6,0,20
SSC32513,3,0,18,41,17,63,5,38,0,184,7,39,38,50,35,58,13,22,5,268,64,123,108,55,80,48,28,44,14,570,123,172,103,65,109,57,35,60,8,735,164,177,107,82,177,98,44,70,14,935,130,162,99,67,147,93,47,53,17,809,58,55,24,12,54,51,12,21,4,294,8,10,4,0,3,4,0,4,0,39,0,0,0,0,0,0,0,0,0,0,564,738,499,375,626,479,183,315,66,3836
SSC32514,8,8,33,45,9,93,16,45,4,258,22,76,103,112,73,140,59,152,17,757,201,545,286,216,273,175,173,290,50,2222,155,418,188,139,227,114,105,163,30,1540,124,231,162,130,184,70,74,143,6,1122,70,152,110,76,137,68,65,95,7,781,17,29,17,13,26,15,17,12,4,148,3,6,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,598,1468,899,730,938,689,505,901,110,6838
SSC32515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC32516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,7,0,3,0,0,0,0,0,0,7,4,0,0,0,4,0,0,4,0,12,3,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,3,4,5,8,3,5,13,0,52
SSC32517,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,4,10,0,17,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,3,7,3,9,15,0,56
SSC32518,0,4,18,31,9,64,0,20,0,151,8,26,71,34,31,38,15,15,4,240,68,138,213,54,86,43,67,39,8,707,60,121,121,50,73,48,56,27,10,581,52,82,89,28,63,48,57,33,6,459,29,44,38,23,31,27,33,19,4,246,3,3,6,3,0,5,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,222,410,556,228,303,272,237,162,31,2413
SSC32519,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,6,3,7,3,0,0,0,0,3,16,0,0,4,0,3,0,0,0,0,8,7,0,0,0,3,0,0,3,0,16,4,0,0,0,0,3,3,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,3,13,3,9,7,3,66
SSC32520,0,0,7,8,0,15,0,5,0,32,0,0,3,0,0,4,3,9,0,20,0,3,9,14,5,3,4,16,0,51,3,17,12,19,7,6,7,20,0,97,24,21,28,27,24,16,12,18,4,176,22,25,23,32,23,13,22,29,4,187,7,6,7,0,4,9,3,5,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,74,89,100,68,70,52,100,11,626
SSC32521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,0,0,16,3,0,3,0,0,0,3,0,0,12,3,0,3,0,0,3,7,0,0,16,0,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,3,14,5,17,0,3,64
SSC32522,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,8,3,0,0,0,0,33
SSC32523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,17
SSC32524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC32525,0,0,5,7,5,18,5,3,0,34,3,3,7,6,8,5,0,8,0,44,10,29,22,14,8,6,9,8,4,114,9,44,12,11,17,8,4,4,3,110,17,31,22,27,26,7,9,11,3,152,9,27,9,3,21,9,13,7,0,109,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,142,78,71,77,50,44,47,8,573
SSC32526,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,3,0,12,0,0,0,4,4,0,0,0,0,14,0,0,0,3,5,0,0,3,0,13,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,7,12,3,0,8,7,56
SSC32527,9,6,13,27,9,29,7,37,0,132,12,39,41,43,40,55,20,40,5,305,80,294,122,63,91,60,34,83,14,848,118,315,106,71,118,23,29,39,9,829,61,149,86,54,109,24,35,50,10,579,37,75,53,28,59,20,44,38,8,362,3,10,4,3,3,3,3,12,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,322,887,428,293,438,210,171,297,46,3103
SSC32528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,12
SSC32529,4,3,12,29,7,43,3,22,0,129,3,19,18,14,19,21,5,12,0,117,21,53,9,18,21,10,3,3,0,138,65,126,31,23,46,18,7,9,3,331,121,152,42,35,74,17,8,8,9,465,64,101,31,19,53,23,3,11,5,313,4,21,8,0,18,3,3,0,0,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,281,473,149,141,249,131,35,68,24,1551
SSC32530,0,0,3,10,0,10,0,5,0,24,0,3,3,5,3,5,0,3,0,25,3,8,4,3,3,0,0,3,0,31,22,47,10,3,11,0,0,3,0,105,9,24,12,13,19,8,3,4,3,91,4,16,3,3,6,9,0,3,0,49,0,4,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,106,42,34,54,24,8,28,4,336
SSC32531,0,0,0,0,0,5,0,4,0,15,0,5,4,0,0,4,0,3,0,25,4,3,10,4,3,0,3,0,0,24,16,26,15,4,10,4,6,0,3,78,16,36,12,8,7,4,3,0,4,90,3,11,3,0,7,3,3,0,0,38,0,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,87,43,18,36,25,17,13,5,282
SSC32532,0,3,17,30,9,48,3,24,0,141,0,24,21,21,19,24,3,20,3,141,17,70,46,27,38,13,7,17,3,242,101,177,54,51,71,24,18,18,13,519,126,191,61,52,105,33,24,44,13,658,42,82,31,43,66,15,21,26,3,324,3,21,7,0,13,4,6,10,0,64,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,307,566,240,224,311,171,87,160,37,2098
SSC32533,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,7,3,0,0,0,3,0,0,17,0,0,6,0,0,0,3,0,3,16,7,4,0,3,6,0,3,4,0,28,5,0,4,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,23,14,10,4,7,5,12,10,7,92
